Author Name,Title,Cited By,Publication Year
Justin Li,CRISPR/Cas9-mediated gene editing induces neurological recovery in an A53T-SNCA overexpression rat model of Parkinson’s disease,2,2020
Justin Li,Derivatives of 1-phenoxy propan-2-ol and pharmaceutical composition containing the same,2,2015
Justin Li,Micromachined ultrasound transducer array for cell stimulation with high spatial resolution,2,2015
Justin Li,Pharmaceutical compositions for preventing or treating degenerative brain disease and method of screening the same,2,2013
Justin Li,Cold emerging from the fog,2,2002
Justin Li,Astrocytic autophagy plasticity modulates Aβ clearance and cognitive function in Alzheimer’s disease,1,2024
Justin Li,"GolpHCat (TMEM87A), a unique voltage-dependent cation channel in Golgi apparatus, contributes to Golgi-pH maintenance and hippocampus-dependent memory",1,2024
Justin Li,Tonic excitation by astrocytic GABA causes neuropathic pain by augmenting neuronal activity and glucose metabolism,1,2024
Justin Li,Neurotoxic Microglial Activation via IFNγ‐Induced Nrf2 Reduction Exacerbating Alzheimer's Disease,1,2024
Justin Li,"Transmembrane proteins with unknown function (TMEMs) as ion channels: electrophysiological properties, structure, and pathophysiological roles",1,2024
Justin Li,"KDS2010, a reversible MAO‐B inhibitor, extends the lifetime of neural probes by preventing glial scar formation",1,2024
Justin Li,Transformer as a hippocampal memory consolidation model based on NMDAR-inspired nonlinearity,1,2024
Justin Li,A Key Mediator and Imaging Target in Alzheimer’s Disease: unlocking the role of reactive astrogliosis through MAOB,1,2024
Justin Li,Mapping Astrocytic and Neuronal μ-opioid Receptor Expression in Various Brain Regions Using MOR-mCherry Reporter Mouse,1,2023
Justin Li,Putrescine acetyltransferase (PAT/SAT1) dependent GABA synthesis in astrocytes,1,2023
Justin Li,"Visuosocial Preference Memory, but Not Avoidance Memory, Requires PLCγ1 in the CA2 Hippocampus",1,2022
Justin Li,Intravital imaging of cerebral microinfarct reveals an astrocyte reaction led to glial scar,1,2021
Justin Li,Visualizing cancer-originated acetate uptake through MCT1 in reactive astrocytes demarcates tumor border and extends survival in glioblastoma patients,1,2021
Justin Li,Ultimate COVID-19 detection protocol based on saliva sampling and qRT-PCR with risk probability assessment,1,2021
Justin Li,Correction to: Channel-mediated astrocytic glutamate modulates hippocampal synaptic plasticity by activating postsynaptic NMDA receptors,1,2021
Justin Li,Alpha-aminoamide derivative compound and pharmaceutical composition comprising same,1,2020
Justin Li,Mao-b-dependent gaba in the hippocampal reactive astrocytic induces cognitive impairment in animal model of rheumatoid arthritis,1,2019
Justin Li,GABA from reactive astrocytes in hypothalamus via monoamine oxidase B causes and exacerbates obesity,1,2019
Justin Li,Severe reactive astrocytes precipitate pathological hallmarks of Alzheimer's disease via excessive H2O2-production,1,2019
Justin Li,"Development of a Low-cost, Comprehensive Recording System for Circadian Rhythm Behavior",1,2018
Justin Li,Method for screening a glutamate release inhibitor in an astrocyte,1,2014
Justin Li,Channel-mediated release of glutamate from astrocytes via Bestrophin-1 potentiates synaptic strength,1,2011
Justin Li,Novel anthranilic acid derivatives and chloride channel blocking agent containing the same,1,2009
Justin Li,Plasmin-induced PAR1 activation increases [Cai] 2+ in cultured astrocytes and potentiates NMDA receptor current in CA1 pyramidal neurons.,1,2004
Justin Li,The expression and function of kainate and AMPA receptors in nociceptive dorsal root ganglion neurons,1,2001
Justin Li,ATP mediates synaptic transmission in rat spinal cord lamina II (substantia gelatinosa),1,1997
Justin Li,Dopamine-modified hyaluronic acid (DA-HA) as a novel dopamine-mimetics with minimal autoxidation and cytotoxicity,0,2024
Justin Li,"Corrigendum to"" Dopamine-modified hyaluronic acid (DA-HA) as a novel dopamine-mimetics with minimal autoxidation and cytotoxicity""[Redox Biol. 76 (2024) 103320]",0,2024
Justin Li,Astrocytic PAR1 and mGluR2/3 control synaptic glutamate time course at hippocampal CA1 synapses,0,2024
Justin Li,Generation of Astrocyte-specific BEST1 Conditional Knockout Mouse with Reduced Tonic GABA Inhibition in the Brain,0,2024
Justin Li,Harnessing Theta-Gamma Coupled Brainwave Using Ultrasound for Spinal Astrocyte Revitalization and Sustained Neuropathic Pain Relief,0,2024
Justin Li,Egocentric 3D Skeleton Learning in a Deep Neural Network Encodes Obese-like Motion Representations,0,2024
Justin Li,Hemoglobin as a peroxidase and drug target for oxidative stress-related diseases,0,2024
Justin Li,Visualizing cancer-originating acetate uptake through monocarboxylate transporter 1 in reactive astrocytes in the glioblastoma tumor microenvironment,0,2024
Justin Li,NKCC1 in Neonatal Cochlear Support Cells Reloads Ions Necessary for Cochlear Spontaneous Activity,0,2024
Justin Li,Diagnostic and therapeutic potential of tonic gamma‐aminobutyric acid from reactive astrocytes in brain diseases,0,2024
Justin Li,Triterpenoidal Saponins from the Leaves of Aster koraiensis Offer Inhibitory Activities against SARS-CoV-2,0,2024
Justin Li,Cerebellar tonic inhibition orchestrates the maturation of information processing and motor coordination,0,2024
Justin Li,"Hypothalamic GABRA5-positive neurons control obesity via astrocytic GABA (vol 5, pg 1506, 2023)",0,2023
Justin Li,Negative Influence of the hunger state on rule-observance behavior in mice,0,2023
Justin Li,Reactive astrocytes as the cause of Alzheimer’s disease,0,2023
Justin Li,Astrocytic Gapjinc (TMEM43) modulates gap junction networks by facilitating transjunctional potentials,0,2022
Justin Li,Lancemaside A from Codonopsis lanceolata is a broad-spectrum antiviral agent against SARS-CoV-2 and variants of concern,0,2022
Justin Li,Glutamate-inducing MAO-B as a critical modulator for the astrocytic scar in a human glioblastoma microenvironment organoid and xenograft mouse model,0,2022
Justin Li,"Cover Image, Volume 70, Issue 2",0,2021
Justin Li,Computational modeling of age-dependent tonic inhibition in the cerebellar granule cells in a network context,0,2021
Justin Li,Correction: Astrocytic water channel aquaporin-4 modulates brain plasticity in both mice and humans: a potential gliogenetic mechanism underlying language-associated learning …,0,2021
Justin Li,Alpha-aminoamide derivative compound and pharmaceutical composition comprising same,0,2021
Justin Li,"Channel-mediated astrocytic glutamate modulates hippocampal synaptic plasticity by activating postsynaptic NMDA receptors (vol 8, 7, 2015)",0,2021
Justin Li,Apparatus and method for manufacturing channel-coupled scaffold,0,2021
Justin Li,Mutations in TMEM43 cause autosomal dominant auditory neuropathy spectrum disorder via interaction with connexin-mediated passive conductance channels,0,2020
Justin Li,ADHD-like behavior mediated by tonic inhibition,0,2019
Justin Li,Mao-b inhibition reduces astrogliosis and transforms reactive astrocytes into active astrocytes under pathological conditions,0,2019
Justin Li,The GABA-permeable Best1 channel maintains deep Non-REM sleep duration,0,2019
Justin Li,"Experimental neurobiology: The past, present, and future",0,2019
Justin Li,GiD mouse: a novel animal model for reactive astrocytes and Alzheimer's disease,0,2019
Justin Li,"Junsung Woo, Joo Ok Min, Dae-Si Kang, Yoo Sung Kim, Guk Hwa Jung, Hyun Jung Park, Sunpil Kim, Heeyoung An, Jea Kwon, Jeongyeon Kim, Insop Shim, Hyung-Gun",0,2018
Justin Li,Visual stimulation-induced mild stress enhances cognitive behavior in cynomolgus monkey.,0,2018
Justin Li,Compounds as chloride channel blocking agent,0,2017
Justin Li,Phenoxypropanol derivative and pharmaceutical composition including the same,0,2016
Justin Li,"α-Pinene, a Major Constituent of Pine Tree Oils, Produces Sedative-Hypnotic Effects through GABAA-Benzodiazepine Receptors",0,2016
Justin Li,Role of reactive astrocytes and gliotransmitters in neurodegenerative diseases,0,2016
Justin Li,ASSFN Society News,0,2016
Justin Li,ESSFN The Mission,0,2016
Justin Li,GABA release-regulating agent in cerebellum,0,2015
Justin Li,Channel-mediated astrocytic glutamate modulates hippocampal synaptic plasticity by activating postsynaptic NMDA receptors,0,2015
Justin Li,"Composition for inhibiting the activity of inositol 1, 4, 5-triphosphate receptor subtype iii",0,2013
Justin Li,Protease activated receptor‐1 (PAR1) control of glutamate time course in the synapse cleft,0,2012
Justin Li,"Ultra sensitive biosensor for detecting bio-signal transmitters, and detector and detecting method using the same",0,2010
Justin Li,"Caffeine-mediated inhibition of calcium release channel inositol 1, 4, 5-trisphosphate receptor subtype 3 blocks glioblastoma invasion and extends survival.",0,2010
Justin Li,Mechanism of astricyte-neuron signaling,0,2008
Justin Li,Welcome to Molecular Brain,0,2008
Justin Li,Astrocytic strengthening of synaptic plasticity via non-vesicular and channel-mediated glutamate release,0,2008
Justin Li,A starring role for astrocytes,0,2007
Justin Li,Opposition made easy The overhaul of the country's trade mark law has simplified the registration procedure and made it more user-friendly. The question now is whether the same …,0,2004
Justin Li,Potentiation of synaptic NMDA receptors by activation of PAR1,0,2003
Justin Li,Expression and function of PAR1 receptors in dentate region of mouse hippocampus.,0,2002
Justin Li,Part IV. Glutamate Receptors-Poster Papers-Activation of Kainate Receptors on Rat Sensory Neurons Evokes Action Potential Firing and May Modulate Transmitter Release,0,1999
Justin Li,Ultrasonocoverslip: In-Vitro Platform for High-Throughput Assay of Cell Type-Specific Neuromodulation with Infra-Watt-Intensity Ultrasound Stimulation,0,Unknown
Justin Li,Egocentric 3D Skeleton Learning in Identity-Aware Deep LSTM Network Encodes Obese-Like Motion Representations,0,Unknown
Justin Li,Brain-inspired -Convolution benefits large kernels and aligns better with visual cortex,0,Unknown
Justin Li,Transformer needs NMDA receptor nonlinearity for long-term memory,0,Unknown
Justin Li,Physiology News Magazine,0,Unknown
Justin Li,T-type channels and thalamic control of persistent pain.,0,Unknown
Darren Larsen,Abrupt onset of the Little Ice Age triggered by volcanism and sustained by sea‐ice/ocean feedbacks,723,2012
Darren Larsen,"A 3000-year varved record of glacier activity and climate change from the proglacial lake Hvítárvatn, Iceland",144,2011
Darren Larsen,Abrupt Holocene climate transitions in the northern North Atlantic region recorded by synchronized lacustrine records in Iceland,136,2013
Darren Larsen,"Non-linear Holocene climate evolution in the North Atlantic: a high-resolution, multi-proxy record of glacier activity and environmental change from Hvítárvatn, central Iceland",134,2012
Darren Larsen,The onset of Neoglaciation in Iceland and the 4.2 ka event,62,2019
Darren Larsen,"Deglaciation and postglacial environmental changes in the Teton Mountain Range recorded at Jenny Lake, Grand Teton National Park, WY",38,2016
Darren Larsen,Evolution of NAO and AMO strength and cyclicity derived from a 3-ka varve-thickness record from Iceland,38,2013
Darren Larsen,Asynchronous Little Ice Age glacier fluctuations in Iceland and European Alps linked to shifts in subpolar North Atlantic circulation,36,2013
Darren Larsen,"Substantial agreement on the timing and magnitude of Late Holocene ice cap expansion between East Greenland and the Eastern Canadian Arctic: a commentary on Lowell et al., 2013",23,2013
Darren Larsen,"700,000 years of tropical Andean glaciation",22,2022
Darren Larsen,"Paleoseismic evidence for climatic and magmatic controls on the Teton Fault, WY",17,2019
Darren Larsen,"The onset of neoglaciation in Iceland and the 4.2 ka event, Clim. Past, 15, 25–40",16,2019
Darren Larsen,"Precise chronology of Little Ice Age expansion and repetitive surges of Langjökull, central Iceland",16,2015
Darren Larsen,Alpine glacier resilience and Neoglacial fluctuations linked to Holocene snowfall trends in the western United States,15,2020
Darren Larsen,Regionally consistent Western North America paleomagnetic directions from 15 to 35 ka: Assessing chronology and uncertainty with paleosecular variation (PSV) stratigraphy,12,2018
Darren Larsen,"Landforms in Hvítárvatn, central Iceland, produced by recent advances of surging and non-surging glaciers",7,2016
Darren Larsen,"Ancient Sedimentary DNA Shows 5000 Years of Continuous Beaver Occupancy in Grand Teton National Park, Wyoming",1,2023
Darren Larsen,"Alpine glacier resilience and Neoglacial fluctuations in the Teton Range, Wyoming linked to Holocene snowfall trends in the western US",1,2020
Darren Larsen,"Characterizing Earthquake Generated Turbidites in Sediments from Jenny Lake, Grand Teton National Park, WY",1,2019
Darren Larsen,"Fish Lake, Utah-a promising long core site straddling the Great Basin to Colorado Plateau transition zone",1,2015
Darren Larsen,"An Annually Resolved Little Ice Age Record of Surge Periodicity, Iceberg Calving, and Dynamic Terminus Fluctuations of Langjökull, Central Iceland",1,2013
Darren Larsen,"Holocene Climate Evolution and Glacier Fluctuations Inferred from Proglacial Lake Sediments at Hvítárvatn, Central Iceland",1,2013
Darren Larsen,Holocene temperature and water stress in the Peruvian Andes: Insights from lake carbonate clumped and triple oxygen isotopes,0,2024
Darren Larsen,"Sedimentological characterization of earthquake-generated turbidites in fault-proximal glacial lakes: a case study from Jenny Lake, Teton range, Wyoming",0,2024
Darren Larsen,"NOAA/WDS Paleoclimatology-Peru Lakes 14C Age Model and Carbonate Stable Isotope (d13C, d18O, D47, and Dʹ17O) Data of the Holocene",0,2024
Darren Larsen,"Moisture Source Change of the last 60ka at Fish Lake, Utah",0,2023
Darren Larsen,"Floral analysis of a 140 yr sediment record using sedaDNA and diatoms, Summit Lake Nevada, USA",0,2023
Darren Larsen,"A 30,000-Year Record of Glacial History and Water Balance from Fish Lake, Utah",0,2022
Darren Larsen,"Younger Dryas glacier readvance in the Teton Range, Wyoming, USA",0,2021
Darren Larsen,"A multi-proxy reconstruction of Pleistocene-Holocene denudation rates in the eastern Teton Range, Wyoming",0,2020
Darren Larsen,"Grazing Livestock, Tephra Fall, and a Changing Climate: Analyzing the Pattern and Signature of Holocene Soil Erosion in central Iceland as recorded by Lake Sediments and Relict …",0,2019
Darren Larsen,Holocene Landscape Disturbances in the Central Highlands of Iceland as Recorded in Soil Sediment Archives,0,2019
Darren Larsen,"Postglacial paleoseismicity of the Teton normal fault recorded by lake sediments in Grand Teton National Park, WY",0,2019
Darren Larsen,PATTERN AND SIGNATURE OF HOLOCENE SOIL EROSION IN THE ICELANDIC HIGHLANDS AS RECORDED BY LAKE SEDIMENTS,0,2019
Darren Larsen,Regionally Consistent Western North America Paleomagnetic Directions from 15-35 ka: Assessing Chronology and Uncertainty with Paleosecular Variation (PSV) Stratigraphy,0,2018
Darren Larsen,"Mineralogical and Grain Size Fingerprinting of Earthquake Deposits Contained in Sediments from Jenny Lake, Grand Teton National Park, WY",0,2018
Darren Larsen,Investigating the relative roles of climate and human activity in driving landscape dynamics and ecosystem changes in the Icelandic highlands during the Holocene,0,2018
Darren Larsen,"A continuous record of glacial-interglacial cycles spanning more than 500 kyr from Lake Junín, Perú",0,2017
Darren Larsen,"An 500,000 yr record of tropical glaciation recovered during the Lake Junin (Peru) Drilling Project",0,2017
Darren Larsen,"Controls on the composition and distribution of late Pleistocene and Holocene sediment in Lake Junín, Peru: A transect core study",0,2016
Darren Larsen,A Northern Hemisphere perspective on Holocene hydroclimate trends in the tropical Andes,0,2016
Darren Larsen,"Landforms in Hvıtárvatn, central Iceland, produced by recent advances of surging and non-surging glaciers",0,2016
Darren Larsen,"Fish Lake, Utah-shallow seismic investigation of a lake-filled high-altitude graben",0,2015
Darren Larsen,"Holocene Climate and Catchment-Specific Responses to Climate Change, Recorded in a Transect of Icelandic Lakes",0,2015
Darren Larsen,"Controls on the Composition and Distribution of Holocene Sediment in Lake Junín, Peru",0,2015
Darren Larsen,Abrupt transitions to a cold North Atlantic in the late Holocene,0,2015
Darren Larsen,A High-Resolution Geophysical Survey of Jenny Lake: Using Lake Sediments to Construct a Continuous Record of Tectonic Activity and Earthquake-Triggered Disturbances at Grand …,0,2015
Darren Larsen,"A 33 kyr Paleomagnetic Secular Variation Record from Fish Lake, Utah",0,2014
Darren Larsen,"Late Pleistocene and Holocene Hydroclimate Variability in the Tropical Andes from Alpine Lake Sediments, Cordillera de Mérida, Venezuela",0,2014
Darren Larsen,North Atlantic Holocene Climate Inferences derived from PSV-Synchronized Marine and Lacustrine Records from Iceland,0,2012
Darren Larsen,"Climate, Ice, and Mud: investigating the relationship between glacier activity and sediment flux using varved lake sediments, Iceland",0,2012
Darren Larsen,"Climate Change in the Alpine Zone: a Continuous, Multi-Proxy Record of Holocene Glacier Activity and Environmental Change at Grand Teton National Park",0,2012
Darren Larsen,"A high-resolution, multi-proxy record of Holocene glacier activity and environmental change from the central highlands of Iceland",0,2012
Darren Larsen,"Insolation driven extratropical forcing of the annual SST cycle, and ENSO, in the eastern equatorial Pacific over the past 5000 years",0,2011
Darren Larsen,Non-linear Holocene Climate Behavior Reconstructed from Icelandic Lake Sediment Linked to Both Explosive and Diffusive Volcanism,0,2011
Darren Larsen,Refining the timing and magnitude of Medieval warmth in the NW North Atlantic,0,2010
Darren Larsen,"A multi-proxy record of Holocene climate and glacier activity from proglacial lake Hvítárvatn, central Iceland",0,2010
Darren Larsen,Synchronized High-Resolution Lacustrine Records in Iceland show Non-Linear Response to Holocene Insolation,0,2010
Darren Larsen,"High-frequency cyclicity in varve thickness in a 3000-year record from the glacial lake Hvítárvatn, central Iceland",0,2010
Darren Larsen,"Spectral analysis of variations in laminae thickness in a 3000-year varved record from the glacial lake Hvítárvatn, central Iceland",0,2009
Darren Larsen,Rapid onset of Little Ice Age summer cold in the northern North Atlantic derived from precisely dated ice cap records,0,2009
Darren Larsen,"AN ANNUALLY RESOLVED 3Ka RECORD OF LANDSCAPE ALTERATION, CLIMATE, AND ICE SHEET ACTIVITY FROM GLACIAL LAKE HVITARVATN, ICELAND",0,2009
Darren Larsen,Differential Response Times of Climate Proxies During the last 2000 Years Reconstructed from Icelandic Lake Systems,0,2008
Darren Larsen,A RE-EVALUATION OF THE TAXODIACEOUS TAXA PRESENT IN A LATE PALEOCENE DEPOSIT IN CENTRAL NORTH DAKOTA: A SCANNING ELECTRON ANALYSIS OF MORPHOLOGY AND ANATOMY,0,2005
Darren Larsen,"THE PALEOECOLOGY AND DEPOSITIONAL SETTING OF A SILURIAN MIXED SILICICLASTIC SYSTEM: RIPOGENUS DAM, MAINE",0,2005
Darren Larsen,"Mass loss from glaciers far outpaces rock glaciers in Grand Teton National Park, WY between 2014 and 2022",0,Unknown
Darren Larsen,eNotifications,0,Unknown
Darren Larsen,Northeastern Section-50th Annual Meeting (23–25 March 2015),0,Unknown
Eric Sundberg,Molecular recognition in antibody-antigen complexes,302,2002
Eric Sundberg,Structural basis of IL-1 family cytokine signaling,266,2019
Eric Sundberg,Helicobacter pylori exploits human CEACAMs via HopQ for adherence and translocation of CagA,181,2016
Eric Sundberg,Severe acute respiratory syndrome coronavirus ORF7a inhibits bone marrow stromal antigen 2 virion tethering through a novel mechanism of glycosylation interference,154,2015
Eric Sundberg,TCR recognition of peptide/MHC class II complexes and superantigens,149,2007
Eric Sundberg,Structures of two streptococcal superantigens bound to TCR β chains reveal diversity in the architecture of T cell signaling complexes,141,2002
Eric Sundberg,HLA-DM captures partially empty HLA-DR molecules for catalyzed removal of peptide,131,2011
Eric Sundberg,A viral CTL escape mutation leading to immunoglobulin-like transcript 4–mediated functional inhibition of myelomonocytic cells,122,2007
Eric Sundberg,Crystal structure of human peptidoglycan recognition protein S (PGRP-S) at 1.70 Å resolution,121,2005
Eric Sundberg,"Estimation of the Hydrophobic Effect in an Antigen−Antibody Protein−Protein Interface,",118,2000
Eric Sundberg,"Neutralization of staphylococcal enterotoxin B by soluble, high-affinity receptor antagonists",117,2007
Eric Sundberg,"A Novel Multivalent, Single-Domain Antibody Targeting TcdA and TcdB Prevents Fulminant Clostridium difficile Infection in Mice",113,2014
Eric Sundberg,Infection-derived lipids elicit an immune deficiency circuit in arthropods,111,2017
Eric Sundberg,A highly tilted binding mode by a self-reactive T cell receptor results in altered engagement of peptide and MHC,111,2011
Eric Sundberg,"R753Q polymorphism inhibits Toll-like receptor (TLR) 2 tyrosine phosphorylation, dimerization with TLR6, and recruitment of myeloid differentiation primary response protein 88",110,2012
Eric Sundberg,A structural model of flagellar filament switching across multiple bacterial species,106,2017
Eric Sundberg,Luxury accommodations: the expanding role of structural plasticity in protein–protein interactions,106,2000
Eric Sundberg,Non-equilibrium particle morphology development in seeded emulsion polymerization. 1: penetration of monomer and radicals as a function of monomer feed rate during second stage …,102,1999
Eric Sundberg,High affinity T cell receptors from yeast display libraries block T cell activation by superantigens,101,2001
Eric Sundberg,Hijacking antibody-induced CTLA-4 lysosomal degradation for safer and more effective cancer immunotherapy,97,2019
Eric Sundberg,Molecular determinants of agonist and antagonist signaling through the IL-36 receptor,97,2014
Eric Sundberg,HLA-B* 35-Px–mediated acceleration of HIV-1 infection by increased inhibitory immunoregulatory impulses,91,2009
Eric Sundberg,So many ways of getting in the way: diversity in the molecular architecture of superantigen-dependent T-cell signaling complexes,90,2002
Eric Sundberg,Type IV pili promote early biofilm formation by Clostridium difficile,89,2016
Eric Sundberg,Crystal structures of the Toll/Interleukin-1 receptor (TIR) domains from the Brucella protein TcpB and host adaptor TIRAP reveal mechanisms of molecular mimicry,89,2014
Eric Sundberg,Motility and adhesion through type IV pili in Gram-positive bacteria,88,2016
Eric Sundberg,Morphology development for three‐component emulsion polymers: Theory and experiments,86,1993
Eric Sundberg,Structural diversity in the type IV pili of multidrug-resistant Acinetobacter,84,2016
Eric Sundberg,Effects of cross-linking on the morphology of structured latex particles. 2. Experimental evidence for lightly cross-linked systems,82,1997
Eric Sundberg,Long-range cooperative binding effects in a T cell receptor variable domain,81,2006
Eric Sundberg,Characterization of T cell receptors engineered for high affinity against toxic shock syndrome toxin-1,81,2005
Eric Sundberg,Structural basis of T‐cell specificity and activation by the bacterial superantigen TSST‐1,76,2007
Eric Sundberg,"Crystal structure of Streptococcus pyogenes EndoS, an immunomodulatory endoglycosidase specific for human IgG antibodies",71,2014
Eric Sundberg,The structure of PilA from Acinetobacter baumannii AB5075 suggests a mechanism for functional specialization in Acinetobacter type IV pili,70,2019
Eric Sundberg,IL-1 family cytokines use distinct molecular mechanisms to signal through their shared co-receptor,68,2017
Eric Sundberg,Structural basis of antibody–antigen interactions,68,2009
Eric Sundberg,Structure-based design of hepatitis C virus vaccines that elicit neutralizing antibody responses to a conserved epitope,67,2017
Eric Sundberg,Bacterial flagellar filament: a supramolecular multifunctional nanostructure,66,2021
Eric Sundberg,Functional analysis of the TCR binding domain of toxic shock syndrome toxin-1 predicts further diversity in MHC class II/superantigen/TCR ternary complexes,66,2003
Eric Sundberg,Dissecting cooperative and additive binding energetics in the affinity maturation pathway of a protein-protein interface,65,2003
Eric Sundberg,A novel loop domain in superantigens extends their T cell receptor recognition site,64,2007
Eric Sundberg,A decoy peptide that disrupts TIRAP recruitment to TLRs is protective in a murine model of influenza,63,2015
Eric Sundberg,The Helicobacter pylori adhesin protein HopQ exploits the dimer interface of human CEACAMs to facilitate translocation of the oncoprotein CagA,62,2018
Eric Sundberg,Recruitment of TLR adapter TRIF to TLR4 signaling complex is mediated by the second helical region of TRIF TIR domain,62,2013
Eric Sundberg,Structural basis for HLA–DQ binding by the streptococcal superantigen SSA,62,1999
Eric Sundberg,Structural and evolutionary analyses show unique stabilization strategies in the type IV pili of Clostridium difficile,57,2015
Eric Sundberg,Structural basis of affinity maturation and intramolecular cooperativity in a protein-protein interaction,57,2005
Eric Sundberg,Structural mechanism governing cis and trans isomeric states and an intramolecular switch for cis/trans isomerization of a non-proline peptide bond observed in crystal …,56,2004
Eric Sundberg,Crystal structure of the streptococcal superantigen SpeI and functional role of a novel loop domain in T cell activation by group V superantigens,53,2007
Eric Sundberg,Dissecting protein− protein interactions using directed evolution,52,2011
Eric Sundberg,Bacterial flagellar capping proteins adopt diverse oligomeric states,51,2016
Eric Sundberg,The tick salivary protein sialostatin L2 inhibits caspase-1-mediated inflammation during Anaplasma phagocytophilum infection,51,2014
Eric Sundberg,Minor structural changes in a mutated human melanoma antigen correspond to dramatically enhanced stimulation of a CD4+ tumor-infiltrating lymphocyte line,51,2002
Eric Sundberg,Structure of Clostridium difficile PilJ exhibits unprecedented divergence from known type IV pilins,48,2014
Eric Sundberg,Interactions between the leucine-zipper motif of cGMP-dependent protein kinase and the C-terminal region of the targeting subunit of myosin light chain phosphatase,48,2007
Eric Sundberg,Structural basis for the recognition of complex-type N-glycans by Endoglycosidase S,46,2018
Eric Sundberg,Structure and dynamics of FosA-mediated fosfomycin resistance in Klebsiella pneumoniae and Escherichia coli,44,2017
Eric Sundberg,Diverse oligomeric states of CEACAM IgV domains,44,2015
Eric Sundberg,"The NEU1-selective sialidase inhibitor, C9-butyl-amide-DANA, blocks sialidase activity and NEU1-mediated bioactivities in human lung in vitro and murine lung in vivo",43,2016
Eric Sundberg,"Structural, energetic, and functional analysis of a protein-protein interface at distinct stages of affinity maturation",42,2003
Eric Sundberg,High resolution X-ray and NMR structural study of human T-cell immunoglobulin and mucin domain containing protein-3,41,2018
Eric Sundberg,Synthesis and biophysical study of disassembling nanohybrid bioconjugates with a cubic octasilsesquioxane core,41,2012
Eric Sundberg,Quantifying the energetics of cooperativity in a ternary protein complex,41,2002
Eric Sundberg,The tick protein sialostatin L2 binds to annexin A2 and inhibits NLRC4-mediated inflammasome activation,40,2016
Eric Sundberg,Exploration of the P6/P7 region of the peptide-binding site of the human class II major histocompatability complex protein HLA-DR1,40,2003
Eric Sundberg,Molecular basis for epitope recognition by non-neutralizing anti-gp41 antibody F240,39,2016
Eric Sundberg,Par-4: a new activator of myosin phosphatase,38,2010
Eric Sundberg,Integrin engagement by the helical RGD motif of the Helicobacter pylori CagL protein is regulated by pH-induced displacement of a neighboring helix,35,2015
Eric Sundberg,Molecular Basis of Broad Spectrum N-Glycan Specificity and Processing of Therapeutic IgG Monoclonal Antibodies by Endoglycosidase S2,34,2019
Eric Sundberg,Structure and dynamics of an α-fucosidase reveal a mechanism for highly efficient IgG transfucosylation,32,2020
Eric Sundberg,Structural basis of mammalian high-mannose N-glycan processing by human gut Bacteroides,32,2020
Eric Sundberg,Engineering a soluble high-affinity receptor domain that neutralizes staphylococcal enterotoxin C in rabbit models of disease,31,2013
Eric Sundberg,"A Single, Engineered Protein Therapeutic Agent Neutralizes Exotoxins from Both Staphylococcus aureus and Streptococcus pyogenes",31,2010
Eric Sundberg,"Cloning, expression and interaction of human T‐cell receptors with the bacterial superantigen SSA",31,2004
Eric Sundberg,"Neutralization of multiple staphylococcal superantigens by a single-chain protein consisting of affinity-matured, variable domain repeats",29,2008
Eric Sundberg,Characterization of the translocation-competent complex between the Helicobacter pylori oncogenic protein CagA and the accessory protein CagF,27,2013
Eric Sundberg,Structural insights into the mechanisms and specificities of IgG-active endoglycosidases,26,2020
Eric Sundberg,"Molecular basis of TCR selectivity, cross-reactivity, and allelic discrimination by a bacterial superantigen: integrative functional and energetic mapping of the SpeC-Vβ2. 1 …",25,2006
Eric Sundberg,The T cell receptor β-chain second complementarity determining region loop (CDR2β) governs T cell activation and Vβ specificity by bacterial superantigens,24,2011
Eric Sundberg,Bacterial protein domains with a novel Ig‐like fold target human CEACAM receptors,23,2021
Eric Sundberg,Assessing Energetic Contributions to Binding from a Disordered Region in a Protein− Protein Interaction,23,2010
Eric Sundberg,Gastric Subserous Vaccination With Helicobacter pylori Vaccine: An Attempt to Establish Tissue-Resident CD4+ Memory T Cells and Induce Prolonged Protection,22,2019
Eric Sundberg,Roles of Adhesion to Epithelial Cells in Gastric Colonization by Helicobacter pylori,21,2019
Eric Sundberg,Some of the most interesting CASP 11 targets through the eyes of their authors,21,2016
Eric Sundberg,Molecular requirements for MHC class II α-chain engagement and allelic discrimination by the bacterial superantigen streptococcal pyrogenic exotoxin C,21,2008
Eric Sundberg,Small-molecule inhibitor of FosA expands fosfomycin activity to multidrug-resistant Gram-negative pathogens,20,2019
Eric Sundberg,Erratum: Helicobacter pylori exploits human CEACAMs via HopQ for adherence and translocation of CagA,16,2017
Eric Sundberg,Surface plasmon resonance biosensing in the study of ternary systems of interacting proteins,16,2007
Eric Sundberg,Molecular basis of selective cytokine signaling inhibition by antibodies targeting a shared receptor,15,2021
Eric Sundberg,Sculpting therapeutic monoclonal antibody N-glycans using endoglycosidases,14,2022
Eric Sundberg,Direct CD137 costimulation of CD8 T cells promotes retention and innate-like function within nascent atherogenic foci,13,2019
Eric Sundberg,Mechanism of antibody-specific deglycosylation and immune evasion by Streptococcal IgG-specific endoglycosidases,12,2023
Eric Sundberg,Mechanism of high-mannose N-glycan breakdown and metabolism by Bifidobacterium longum,12,2023
Eric Sundberg,The role of adjuvants in overcoming antibacterial resistance due to enzymatic drug modification,12,2022
